"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
1713;"6985 задача включения";"ВымпелКом ПАО";"№ 08937/12/0MR";"L2VPN";"Эксплуатация";"БЗ 019";"г. Москва, ул. Боровая, д. 7";"г. Москва, пл. Ак. Курчатова, д. 1, стр. 59";"700";"400";"Z1";"interface Ten-GigabitEthernet4/2/0/7";" service-instance 400
  encapsulation s-vid 400
  xconnect peer 10.110.255.36 pw-id 400";"X11-KURCHATOV1S119";"interface GigabitEthernet1/0/5";" service-instance 400
  encapsulation s-vid 400
  xconnect peer 10.110.255.1 pw-id 400";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1712;"6592 задача включения
16384 сделка переноса со Скаковой на Корову";"Банк ЖилФинанс АО";"Дог. №ТБ-УС/18-13";"L2VPN";"Эксплуатация";"БЗ 005";"г. Москва, ул.Брянская, д.5";"г. Москва, Коровинское ш. 41";"1000";"2501";"H3C-TG1-SHARIK";"interface GigabitEthernet1/0/22";" service-instance 2501
  encapsulation s-vid 2501
  xconnect peer 10.110.255.36 pw-id 2501 mtu 1600";"H3C-G1-KOROVA-CIREX";"interface GigabitEthernet1/0/31";" port access vlan 2501
 qinq enable";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения
до Брянской ПМ через Макомнет
Договор - TB.001.4932 от 11.04.2019
номер тех. поддержки 8 ( 495)-796-90-06
почта: ncc@maсomnet.ru";"СПД"
1711;"6886 задача включения

";"Дата Центр М100 ООО";"Дог. №SD14/12-ТБ";"Internet Access";"Эксплуатация";"БЗ 031";"г. Москва, ул. 1 Останкинская, д.1, стр. 1";"null";"10";"2442";"HSW5320-1OSTANKINSKAYA1S1";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2442";"null";"null";"null";"217.77.106.16/29";"R1-M9 ";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1710;"6965 задача включения
Расформирование сервиса/ 38071";"Компания ТрансТелеКом АО (клиент действ.)";"Договор";"L2VPN";"Отключен";"БЗ ";"г. Москва, Бутлерова ул., 7";"г. Москва, ш. Алтуфьевское, д. 33Г";"1";"289";"Leo-m9";"interfaces xe-0/2/3";"unit 289 {
    description L2C_customer_ttk_act6965;
    encapsulation vlan-ccc;
    vlan-id 289;
    family ccc;";"X21-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/17";" service-instance 289
  encapsulation untagged
  xconnect peer 10.110.255.1 pw-id 289 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1709;"6755 задача включения";"Ай-Пи-Ти-Пи ООО";"Договор";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова ул., 7";"г. Москва, ул.2-я Энтузиастов, д.5,корп.6";"1000";"1048";"??? Никакой инфы больше нет";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1708;"6918 задача включения";"Метрекс ООО";"ТБ-ПС/03-18";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова ул., 7";"г. Москва, ул.Скаковая, д.32";"30";"989;2244;2270;2302;2321;2380";"H3C-G1-SKAKOVAYA";"interface GigabitEthernet1/0/29";" port trunk permit vlan 989 2244 2270 2302 2321 2380";"H2SW-1-M9-RACK118-11";"interface Ethernet0/0/1";" port trunk allow-pass vlan 989 2244 2270 2302 2321 2380";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1707;"2452 задача включения
16132 сделка временного отключения
по просьбе Кнарик по просьбе Полькина подняли 27 марта сделка 17866
20066 задача переконфигурации (выделение второго порта)
31982 сделка отключения";"СбКлауд ООО";" Договор № ТБ-УС/36-18";"Internet Access";"Отключен";"БЗ 14";"г. Москва, Варшавское ш., д. 125, стр.16";"null";"1000";"2441";"HP5800-2-VARSH125S16";"interface GigabitEthernet1/0/23
interface GigabitEthernet1/0/20";" service-instance 2441
  encapsulation s-vid 2441
  xconnect vsi sbcloud_vl2441

 service-instance 3672
  encapsulation s-vid 2441
  xconnect vsi sbcloud_vl2441";"null";"null";"null";"185.79.117.200/29";"R1-M9 ";"null";"null";"null";"null";"null";"завести на мониторинг после включения

переделали сервис и подали на старый порт и новый от БЗ8 СБКлауда, ограничение на гиг стоит на роутере";"СПД"
1706;"5578 задача включения
39922 сделка отключения ";"Ростелеком ПАО обособ.";"Договор № 3160070";"L2VPN";"Отключен";"БЗ 16";"г. Москва, Бутлерова ул., 7";"г. Москва, пер. Средний Кисловский, д. 1/13";"10";"3906";"S9-M9";"interface Ten-GigabitEthernet1/0/9";"port trunk permit vlan 3906";"H2SW-1-SREDNIYKISLOVSKIY1/13S8";"interface Ethernet0/0/1";" port link-type access
 port default vlan 3906";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения
используются ADSL модемы 
http://10.110.229.226/ возле свича
http://10.110.229.227/ возле рабочего места";"СПД"
1705;"6295 задача включения";"РАСКОМ ЗАО";"№ ТБ-ПС/04-16";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова ул., 7";"г. Москва, ул.2-я Энтузиастов, д.5, корп.6";"1000";"2471";"X10-M9";"interface Ten-GigabitEthernet0/0/27";" service-instance 2471
  encapsulation s-vid 2471
  xconnect peer 10.110.255.27 pw-id 2471 mtu 9000";"X6-KOMPRESS";"interface GigabitEthernet2/0/14";" service-instance 2471
  encapsulation s-vid 2471
  xconnect peer 10.110.255.4 pw-id 2471 mtu 9000";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения

позвонил клиент 21.05.2019 вечером и попросил перенастроить порт на Компрессоре в акссесс";"СПД"
1704;"5503 задача включения
CMS 19-019520-1
";"Ростелеком ПАО обособ.";"Договор 3160070";"L2VPN";"Эксплуатация";"БЗ 17";"г. Москва, Бутлерова ул., 7";"г. Москва, Гоголевский б-р, д.21";"10";"2439";"S9-M9";"interface Ten-GigabitEthernet1/0/9";"port trunk permit vlan 2439";"HSW5320-GOGOLEVSKY21";"interface GigabitEthernet0/0/25";"port link-type access
 port default vlan 2439";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1703;"6387 задача включения25102 сделка расширения27932 сделка расширения до 500 47798 сделка расформирования";"ЭР-Телеком Холдинг";"Дог. №ТБ-УС/08-13";"L2VPN";"Отключен";"БЗ 038";"г. Москва, Бутлерова ул., 7";"г. Москва, ш.Коровинское, 31";"500";"3505";"Leo-m9";"interfaces ae19.3505";"vlan-id 3505";"X20-KOROVA-NORD4";"int gig 2/0/11";" service-instance 3505
  encapsulation s-vid 3505
  xconnect peer 10.110.255.4 pw-id 3505 mtu 1600";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1702;"6261 задача включения
CMS 19-015579
АСРЗ 39718827
";"Ростелеком ПАО обособ.";"Договор";"L2VPN";"Эксплуатация";"БЗ ";"г. Москва, Бутлерова ул., 7";"г. Москва, ул. Скаковая, д. 19";"100";"1000";"X7-M10";"interface Ten-GigabitEthernet1/1/3";" service-instance 1000
  encapsulation s-vid 1000
  xconnect peer 10.110.255.36 pw-id 1000";"H2SW-1-SKAKOVAYA19";"interface Ethernet0/0/2";" port link-type access
 port default vlan 1000";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1701;"5348 задача включения
CMS 19-015579
";"Ростелеком ПАО обособ.";"Договор 3160070";"L2VPN";"Эксплуатация";"БЗ 014";"г. Москва, Бутлерова ул., 7";"г. Москва, ул. Скаковая, д. 19";"100";"2417";"S9-M9";"interface Ten-GigabitEthernet1/0/9";"port link-type trunk
 port trunk permit vlan 2417";"H2SW-1-SKAKOVAYA19";"interface Ethernet0/0/1";" port link-type access
 port default vlan 2417";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1700;"5916 задача включения23891 сделка расширения 47025 сделка на расформирование ";"ВымпелКом ПАО";"№ 08937/12/0MR";"L2VPN";"Отключен";"БЗ 012";"г. Москва, пл. Академика Курчатова, д.1, стр.119";"г. Москва, ул. Боровая, д. 7";"2000";"2436";"S7-KURCHATOV1S119";"interface Ten-GigabitEthernet1/0/18";"port access vlan 2436";"Donnie-borovaya";" interfaces xe-1/1/2";" unit 2436 {
    description vimpelcom_vlan2436;
    encapsulation vlan-ccc;
    vlan-id 2436;
    family ccc;";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1699;"5912 задача включения";"ВымпелКом ПАО";"08937/12/0MR";"L2VPN";"Эксплуатация";"БЗ 13";"г. Москва, пл. Академика Курчатова, д.1, стр.119";"г. Москва, ул. Боровая, д. 7";"1000";"2435";"S7-KURCHATOV1S119";"interface Ten-GigabitEthernet1/0/8";" port access vlan 2435";"Z1";"interface Ten-GigabitEthernet4/2/0/7";" port link-type trunk
 port trunk permit vlan 2435";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1698;"6169 задача включения
CMS 19-063011-3
";"Ростелеком ПАО обособ.";"Договор №2837672";"L2VPN";"Эксплуатация";"БЗ 079";"г. Москва, ул. Сущевский Вал д. 26";"г. Москва, ул. Пречистенка, д. 22/2";"50";"2949";"X13-M10";"interface GE1/0/24";" port link-type trunk
 port trunk permit vlan 2949";"H2SW-1-PRECHISTENKA22/2";"interface GigabitEthernet0/0/3";" port link-type trunk
 port trunk allow-pass vlan 2949";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1697;"4601 задача включения34790 сделка на добавление 3го влана 50306 перенос услуги на др. юр. лицо";"Технософт (Лавпланет ООО)";"ТБ-УС-15/19";"L2VPN";"Эксплуатация";"БЗ00";"г. Москва, пл. Академика Курчатова, д.1, стр.119";"г. Москва, Бутлерова ул., 7";"1000";"2434;2430;2438";"X11-KURCHATOV1S119";"interface GigabitEthernet1/0/6";" service-instance 2430
  encapsulation s-vid 2430
  xconnect peer 10.110.255.57 pw-id 2430
 service-instance 2434
  encapsulation s-vid 2434
  xconnect peer 10.110.255.57 pw-id 2434
  service-instance 2438
  encapsulation s-vid 2438
  xconnect peer 10.110.255.57 pw-id 2438";"X10-M9";"interface XGigabitEthernet0/0/42";"port link-type trunk
 undo port trunk allow-pass vlan 1
 port trunk allow-pass vlan 2430 2434 2438";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1696;"6111 задача включения
24376 сделка расширения";"Мегафон";"Дог. №ТБ-УС/25-13";"L2VPN";"Эксплуатация";"БЗ 022";"г. Москва, Бутлерова ул., 7";"г. Москва, Яузская ул., 8";"40";"2407";"E2SW-1-YAUZSKAYA8-0";"interface ethernet 1/4";" switchport mode trunk
 switchport allowed vlan add 2407 tagged";"X10-M9";"interface XGigabitEthernet0/0/48";"port trunk allow-pass vlan  2407";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения
по телефону коллеги из мегафона сказали, что нужно убрать новый влан и расширить старый канал ,в который дописали новый влан до 30М, получить подтверждение у манагеров";"СПД"
